ICD10,PheCode,ICD10 String,Phenotype,Excl. Phecodes,Excl. Phenotypes,category
A50.4,090,Late congenital neurosyphilis [juvenile neurosyphilis],Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A50.5,090,"Other late congenital syphilis, symptomatic",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A50.6,090,"Late congenital syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A50.7,090,"Late congenital syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A50.9,090,"Congenital syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51,090,Early syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.0,090,Primary genital syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.1,090,Primary anal syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.2,090,Primary syphilis of other sites,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.3,090,Secondary syphilis of skin and mucous membranes,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.4,090,Other secondary syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.5,090,"Early syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A51.9,090,"Early syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52,090,Late syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.0,090,Cardiovascular syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.1,090,Symptomatic neurosyphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.2,090,Asymptomatic neurosyphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.3,090,"Neurosyphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.7,090,Other symptomatic late syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.8,090,"Late syphilis, latent",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A52.9,090,"Late syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A53,090,Other and unspecified syphilis,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A53.0,090,"Latent syphilis, unspecified as early or late",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A53.9,090,"Syphilis, unspecified",Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54,090.2,Gonococcal infection,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.0,090.2,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.1,090.2,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.2,090.2,Gonococcal pelviperitonitis and other gonococcal genitourinary infections,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.3,090.2,Gonococcal infection of eye,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.4,090.2,Gonococcal infection of musculoskeletal system,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.5,090.2,Gonococcal pharyngitis,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.6,090.2,Gonococcal infection of anus and rectum,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.8,090.2,Other gonococcal infections,Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A54.9,090.2,"Gonococcal infection, unspecified",Gonococcal infections,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A55,090,Chlamydial lymphogranuloma (venereum),Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A56.0,090.3,Chlamydial infection of lower genitourinary tract,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A56.2,090.3,"Chlamydial infection of genitourinary tract, unspecified",Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A56.3,090.3,Chlamydial infection of anus and rectum,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A56.4,090.3,Chlamydial infection of pharynx,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A56.8,090.3,Sexually transmitted chlamydial infection of other sites,Venereal diseases due to Chlamydia trachomatis,090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A57,090,Chancroid,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A58,090,Granuloma inguinale,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A59,131,Trichomoniasis,Protozoan infection,130-136.99,Other infections; including parasitic,infectious diseases
A59.0,131,Urogenital trichomoniasis,Protozoan infection,130-136.99,Other infections; including parasitic,infectious diseases
A59.8,131,Trichomoniasis of other sites,Protozoan infection,130-136.99,Other infections; including parasitic,infectious diseases
A59.9,131,"Trichomoniasis, unspecified",Protozoan infection,130-136.99,Other infections; including parasitic,infectious diseases
A60,054,Anogenital herpesviral [herpes simplex] infection,Herpes simplex,050-079.99,Viral infection,infectious diseases
A60.0,054,Herpesviral infection of genitalia and urogenital tract,Herpes simplex,050-079.99,Viral infection,infectious diseases
A60.1,054,Herpesviral infection of perianal skin and rectum,Herpes simplex,050-079.99,Viral infection,infectious diseases
A60.9,054,"Anogenital herpesviral infection, unspecified",Herpes simplex,050-079.99,Viral infection,infectious diseases
A63.0,078,Anogenital (venereal) warts,Viral warts & HPV,050-079.99,Viral infection,infectious diseases
A63.8,090,Other specified predominantly sexually transmitted diseases,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A64,090,Unspecified sexually transmitted disease,Sexually transmitted infections (not HIV or hepatitis),090-092.99,Sexually transmitted infections (not hiv or hepatitis),infectious diseases
A65,130,Nonvenereal syphilis,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66,130,Yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.0,130,Initial lesions of yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.1,130,Multiple papillomata and wet crab yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.2,130,Other early skin lesions of yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.3,130,Hyperkeratosis of yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.4,130,Gummata and ulcers of yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.5,130,Gangosa,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.6,130,Bone and joint lesions of yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.7,130,Other manifestations of yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.8,130,Latent yaws,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A66.9,130,"Yaws, unspecified",Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A67,130,Pinta [carate],Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A67.0,130,Primary lesions of pinta,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A67.1,130,Intermediate lesions of pinta,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A67.2,130,Late lesions of pinta,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A67.3,130,Mixed lesions of pinta,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A67.9,130,"Pinta, unspecified",Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A68,130,Relapsing fevers,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A68.0,130,Louse-borne relapsing fever,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A68.1,130,Tick-borne relapsing fever,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A68.9,130,"Relapsing fever, unspecified",Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A69,130,Other spirochaetal infections,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A69.0,528,Necrotizing ulcerative stomatitis,"Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue",527-529.99,Diseases of mouth; excluding dental,digestive
A69.1,130,Other Vincent infections,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A69.2,130.1,Lyme disease,Lyme disease,130-136.99,Other infections; including parasitic,infectious diseases
A69.8,130,Other specified spirochaetal infections,Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A69.9,130,"Spirochaetal infection, unspecified",Spirochetal infection,130-136.99,Other infections; including parasitic,infectious diseases
A70,079,Chlamydia psittaci infection,Viral infection,050-079.99,Viral infection,infectious diseases
A71,369,Trachoma,Infection of the eye,369-374.99,infection/inflammation of eye,sense organs
A71.0,369,Initial stage of trachoma,Infection of the eye,369-374.99,infection/inflammation of eye,sense organs
A71.1,369,Active stage of trachoma,Infection of the eye,369-374.99,infection/inflammation of eye,sense organs
A71.9,369,"Trachoma, unspecified",Infection of the eye,369-374.99,infection/inflammation of eye,sense organs
A74,079,Other diseases caused by chlamydiae,Viral infection,050-079.99,Viral infection,infectious diseases
A74.0,369,Chlamydial conjunctivitis,Infection of the eye,369-374.99,infection/inflammation of eye,sense organs
A74.8,079,Other chlamydial diseases,Viral infection,050-079.99,Viral infection,infectious diseases
A74.9,079,"Chlamydial infection, unspecified",Viral infection,050-079.99,Viral infection,infectious diseases
A75,136,Typhus fever,Other infectious and parasitic diseases,130-136.99,Other infections; including parasitic,infectious diseases
A75.0,136,Epidemic louse-borne typhus fever due to Rickettsia prowazekii,Other infectious and parasitic diseases,130-136.99,Other infections; including parasitic,infectious diseases
A75.1,136,Recrudescent typhus [Brill disease],Other infectious and parasitic diseases,130-136.99,Other infections; including parasitic,infectious diseases
